ensembl_peptide_id,tf_gene,entrezgene_id
ENSMUSP00000098943,Hoxa4,15401
ENSMUSP00000098989,Zfp956,101197
ENSMUSP00000099096,Zfp449,78619
ENSMUSP00000099112,5730507C01Rik,236366
ENSMUSP00000099122,Klf14,619665
ENSMUSP00000099219,Tfe3,209446
ENSMUSP00000099363,Sall4,99377
ENSMUSP00000099373,Zfp334,228876
ENSMUSP00000099374,Zfp663,381405
ENSMUSP00000099400,Zhx3,320799
ENSMUSP00000099401,Zhx3,320799
ENSMUSP00000099403,Stat3,20848
ENSMUSP00000099428,Thra,21833
ENSMUSP00000099430,Ikzf3,22780
ENSMUSP00000099434,E2f1,13555
ENSMUSP00000099448,Kat7,217127
ENSMUSP00000099460,Ovol2,107586
ENSMUSP00000099597,Meis2,17536
ENSMUSP00000099716,Foxo6,329934
ENSMUSP00000099729,Top3a,21975
ENSMUSP00000099733,Nfe2l2,18024
ENSMUSP00000099750,Sp3,20687
ENSMUSP00000099764,Zfp39,22698
ENSMUSP00000099798,Tbr1,21375
ENSMUSP00000099810,Arnt,11863
ENSMUSP00000099827,Zfp354a,21408
ENSMUSP00000099850,Zbtb26,320633
ENSMUSP00000099884,Bnc2,242509
ENSMUSP00000099928,Rel,19696
ENSMUSP00000099942,Meis1,17268
ENSMUSP00000099978,Zmiz2,52915
ENSMUSP00000099996,Pax5,18507
ENSMUSP00000100008,Creb3,12913
ENSMUSP00000100012,E2f3,13557
ENSMUSP00000100041,Gata3,14462
ENSMUSP00000100043,Zfp184,193452
ENSMUSP00000100524,Zxdb,668166
ENSMUSP00000100725,Foxd1,15229
ENSMUSP00000100866,Ikzf4,22781
ENSMUSP00000100868,Smarcc2,68094
ENSMUSP00000100872,Stat2,20847
ENSMUSP00000100927,Nr2c1,22025
ENSMUSP00000100933,Nr1h4,20186
ENSMUSP00000100934,Nr1h4,20186
ENSMUSP00000100950,Zfp873,408062
ENSMUSP00000100951,AU041133,216177
ENSMUSP00000100952,Gm10778,100233208
ENSMUSP00000100976,Tcf3,21423
ENSMUSP00000100977,Tcf3,21423
ENSMUSP00000100978,Tcf3,21423
ENSMUSP00000100979,Tcf3,21423
ENSMUSP00000100980,Tcf3,21423
ENSMUSP00000100981,Tcf3,21423
ENSMUSP00000100982,Tcf3,21423
ENSMUSP00000100983,Tcf3,21423
ENSMUSP00000100984,Mbd3,17192
ENSMUSP00000100985,Mbd3,17192
ENSMUSP00000100986,Mbd3,17192
ENSMUSP00000101034,Aire,11634
ENSMUSP00000101035,Aire,11634
ENSMUSP00000101078,Egr2,13654
ENSMUSP00000101129,Prdm1,12142
ENSMUSP00000101140,Foxo3,56484
ENSMUSP00000101141,Foxo3,56484
ENSMUSP00000101158,L3mbtl3,237339
ENSMUSP00000101167,Tnfaip3,21929
ENSMUSP00000101213,Esr1,13982
ENSMUSP00000101214,Esr1,13982
ENSMUSP00000101215,Esr1,13982
ENSMUSP00000101261,Prdm16,70673
ENSMUSP00000101262,Prdm16,70673
ENSMUSP00000101263,Prdm16,70673
ENSMUSP00000101268,Trp73,22062
ENSMUSP00000101269,Trp73,22062
ENSMUSP00000101305,Rere,68703
ENSMUSP00000101307,Rere,68703
ENSMUSP00000101343,Zfp933,242747
ENSMUSP00000101345,2610305D13Rik,112422
ENSMUSP00000101359,Gm13251,433791
ENSMUSP00000101360,Gm13157,100041677
ENSMUSP00000101361,Gm13247,100041433
ENSMUSP00000101364,Gm13242,100041379
ENSMUSP00000101365,Gm13212,433801
ENSMUSP00000101367,Gm13225,NA
ENSMUSP00000101368,Gm13225,NA
ENSMUSP00000101404,Prdm2,110593
ENSMUSP00000101481,Grhl3,230824
ENSMUSP00000101508,Zfp683,NA
ENSMUSP00000101584,Gmeb1,56809
ENSMUSP00000101585,Gmeb1,56809
ENSMUSP00000101644,Irf7,54123
ENSMUSP00000101661,Zbtb8b,215627
ENSMUSP00000101667,Zfp941,407812
ENSMUSP00000101686,Zfp362,230761
ENSMUSP00000101701,Nkx6-2,14912
ENSMUSP00000101719,Foxk2,68837
ENSMUSP00000101786,Mafg,17134
ENSMUSP00000101787,Mafg,17134
ENSMUSP00000101788,Mafg,17134
ENSMUSP00000101799,Mtf1,17764
ENSMUSP00000101859,Mycl,16918
ENSMUSP00000101868,Zfp668,244219
ENSMUSP00000101869,Zfp668,244219
ENSMUSP00000101870,Zfp668,244219
ENSMUSP00000101887,Zfp69,381549
ENSMUSP00000101888,Zfp69,381549
ENSMUSP00000101906,Zfp689,71131
ENSMUSP00000101907,Zfp688,69234
ENSMUSP00000101914,Hivep3,16656
ENSMUSP00000101917,Foxj3,230700
ENSMUSP00000101919,Zfp553,233887
ENSMUSP00000101962,Zfp691,195522
ENSMUSP00000101990,Pitx2,18741
ENSMUSP00000102249,Tead1,21676
ENSMUSP00000102349,Glis1,230587
ENSMUSP00000102373,Bptf,207165
ENSMUSP00000102374,Bptf,207165
ENSMUSP00000102691,Pias3,229615
ENSMUSP00000102692,Pias3,229615
ENSMUSP00000102711,Jun,16476
ENSMUSP00000102746,Zfp352,236537
ENSMUSP00000102779,Arnt,11863
ENSMUSP00000102788,Setdb1,84505
ENSMUSP00000102789,Setdb1,84505
ENSMUSP00000102794,Etv4,18612
ENSMUSP00000102816,Bnc2,242509
ENSMUSP00000102824,Crebzf,233490
ENSMUSP00000102874,Rfx5,53970
ENSMUSP00000102875,Rfx5,53970
ENSMUSP00000102876,Rfx5,53970
ENSMUSP00000102881,Rfx5,53970
ENSMUSP00000102923,Mlx,21428
ENSMUSP00000102924,Mlx,21428
ENSMUSP00000102976,Zfp592,233410
ENSMUSP00000102979,Stat5a,20850
ENSMUSP00000102980,Stat5a,20850
ENSMUSP00000102981,Stat5b,20851
ENSMUSP00000102992,Creb3l4,78284
ENSMUSP00000103017,Mesp2,17293
ENSMUSP00000103038,Zfp618,72701
ENSMUSP00000103055,Zbtb7b,22724
ENSMUSP00000103056,Zbtb7b,22724
ENSMUSP00000103058,Zbtb7b,22724
ENSMUSP00000103097,Rara,19401
ENSMUSP00000103098,Rara,19401
ENSMUSP00000103099,Rara,19401
ENSMUSP00000103100,Mef2a,17258
ENSMUSP00000103178,Zkscan16,100041581
ENSMUSP00000103183,Mef2d,17261
ENSMUSP00000103184,Mef2d,17261
ENSMUSP00000103245,Klf4,16600
ENSMUSP00000103248,Sp6,83395
ENSMUSP00000103249,Sp2,78912
ENSMUSP00000103250,Sp2,78912
ENSMUSP00000103252,Sp2,78912
ENSMUSP00000103284,Nfe2l1,18023
ENSMUSP00000103285,Nfe2l1,18023
ENSMUSP00000103286,Nfe2l1,18023
ENSMUSP00000103324,Zfp189,230162
ENSMUSP00000103345,Zfp652,268469
ENSMUSP00000103361,Kat7,217127
ENSMUSP00000103362,Kat7,217127
ENSMUSP00000103387,AC151602.1,56734
ENSMUSP00000103388,Tulp2,56734
ENSMUSP00000103391,Tulp2,56734
ENSMUSP00000103430,Tead2,21677
ENSMUSP00000103431,Tead2,21677
ENSMUSP00000103447,Zbtb5,230119
ENSMUSP00000103455,Pax5,18507
ENSMUSP00000103457,Pax5,18507
ENSMUSP00000103458,Pax5,18507
ENSMUSP00000103465,Irf3,54131
ENSMUSP00000103525,Atf5,107503
ENSMUSP00000103543,Nr1h2,22260
ENSMUSP00000103544,Nr1h2,22260
ENSMUSP00000103545,Nr1h2,22260
ENSMUSP00000103606,Zfp658,210104
ENSMUSP00000103620,Zfp715,69930
ENSMUSP00000103623,Gm3604,100041979
ENSMUSP00000103626,Gm5595,434179
ENSMUSP00000103642,Gm20939,100044193
ENSMUSP00000103650,Zfp619,70227
ENSMUSP00000103680,Tbx4,21387
ENSMUSP00000103682,Tbx4,21387
ENSMUSP00000103686,Elf2,69257
ENSMUSP00000103688,Elf2,69257
ENSMUSP00000103748,Hnf1b,21410
ENSMUSP00000103749,Hnf1b,21410
ENSMUSP00000103782,Etv2,14008
ENSMUSP00000103785,Zbtb32,58206
ENSMUSP00000103786,Zbtb32,58206
ENSMUSP00000103815,Bach2,12014
ENSMUSP00000103835,Zfp260,26466
ENSMUSP00000103840,Zfp74,72723
ENSMUSP00000103866,Dpf1,29861
ENSMUSP00000103905,Mecom,14013
ENSMUSP00000103906,Mecom,14013
ENSMUSP00000103929,Foxn1,15218
ENSMUSP00000103968,Zfp59,22717
ENSMUSP00000103973,Zfp60,22718
ENSMUSP00000104030,Hnf4g,30942
ENSMUSP00000104031,Hnf4g,30942
ENSMUSP00000104051,Pou2f2,18987
ENSMUSP00000104053,Pou2f2,18987
ENSMUSP00000104054,Pou2f2,18987
ENSMUSP00000104055,Pou2f2,18987
ENSMUSP00000104056,Pou2f2,18987
ENSMUSP00000104075,Zfp94,22756
ENSMUSP00000104077,Zfp93,22755
ENSMUSP00000104093,Zfp296,63872
ENSMUSP00000104132,Hif3a,53417
ENSMUSP00000104149,Zfp541,666528
ENSMUSP00000104153,Obox6,252830
ENSMUSP00000104176,Zfp446,269870
ENSMUSP00000104177,Zfp446,269870
ENSMUSP00000104184,Camta2,216874
ENSMUSP00000104185,Camta2,216874
ENSMUSP00000104186,Zfp329,67230
ENSMUSP00000104199,Zfp78,330463
ENSMUSP00000104200,Zfp583,213011
ENSMUSP00000104202,Zfp667,384763
ENSMUSP00000104206,Zfp444,72667
ENSMUSP00000104207,Zfp444,72667
ENSMUSP00000104212,Zfp579,68490
ENSMUSP00000104242,Ybx2,53422
ENSMUSP00000104278,Zbtb4,75580
ENSMUSP00000104279,Zbtb4,75580
ENSMUSP00000104280,Zbtb4,75580
ENSMUSP00000104297,Trp53,22059
ENSMUSP00000104298,Trp53,22059
ENSMUSP00000104387,Myt1,17932
ENSMUSP00000104388,Myt1,17932
ENSMUSP00000104417,Zfp512b,269401
ENSMUSP00000104456,Atf7,223922
ENSMUSP00000104457,Zfp672,319475
ENSMUSP00000104506,Bhlhe23,140489
ENSMUSP00000104548,Irf1,16362
ENSMUSP00000104550,Irf1,16362
ENSMUSP00000104552,Zfp931,353208
ENSMUSP00000104554,Etohi1,626848
ENSMUSP00000104557,Gm14399,NA
ENSMUSP00000104558,Gm14326,665001
ENSMUSP00000104558,Gm14326,665211
ENSMUSP00000104567,Gm14325,329575
ENSMUSP00000104568,Gm14403,NA
ENSMUSP00000104570,Gm14322,626802
ENSMUSP00000104573,Gm14406,NA
ENSMUSP00000104575,Gm14403,NA
ENSMUSP00000104577,Gm8898,667962
ENSMUSP00000104580,Gm14420,628308
ENSMUSP00000104587,Gm14412,NA
ENSMUSP00000104589,Gm11009,NA
ENSMUSP00000104591,Gm14409,NA
ENSMUSP00000104598,Gm14401,NA
ENSMUSP00000104609,Gm14305,668030
ENSMUSP00000104609,Gm14305,100043387
ENSMUSP00000104611,Gm14305,668030
ENSMUSP00000104611,Gm14305,100043387
ENSMUSP00000104613,Gm14306,100043387
ENSMUSP00000104613,Gm14306,100190996
ENSMUSP00000104618,Gm14308,100043381
ENSMUSP00000104630,Gm8923,100190996
ENSMUSP00000104630,Gm8923,100503949
ENSMUSP00000104636,Gm2026,100039060
ENSMUSP00000104640,Gm6710,626832
ENSMUSP00000104663,Cers5,71949
ENSMUSP00000104670,Gm8923,100190996
ENSMUSP00000104670,Gm8923,100503949
ENSMUSP00000104673,Gm4724,100043915
ENSMUSP00000104674,Gm4724,100043915
ENSMUSP00000104675,Gm4723,NA
ENSMUSP00000104677,Gm2004,NA
ENSMUSP00000104678,Gm4631,627914
ENSMUSP00000104682,Gm14443,NA
ENSMUSP00000104684,Gm14391,665001
ENSMUSP00000104686,Gm14391,665001
ENSMUSP00000104688,Gm14399,NA
ENSMUSP00000104698,Gm14444,NA
ENSMUSP00000104732,Maf,17132
ENSMUSP00000104747,Zfp354a,21408
ENSMUSP00000104750,Zfp354a,21408
ENSMUSP00000104752,Zfp354b,27274
ENSMUSP00000104756,Zfp2,22678
ENSMUSP00000104757,Zfp2,22678
ENSMUSP00000104759,Zfp454,237758
ENSMUSP00000104761,Zfp879,214779
ENSMUSP00000104762,Zfp879,214779
ENSMUSP00000104763,Zfp354c,30944
ENSMUSP00000104783,Zfp217,228913
ENSMUSP00000104785,Tshz2,228911
ENSMUSP00000104787,Tshz2,228911
ENSMUSP00000104789,Zfp64,22722
ENSMUSP00000104790,Zfp64,22722
ENSMUSP00000104812,Nfatc2,18019
ENSMUSP00000104820,Zfp62,22720
ENSMUSP00000104821,Zfp62,22720
ENSMUSP00000104875,Ncoa3,17979
ENSMUSP00000104931,Nfatc3,18021
ENSMUSP00000105038,Hnf4a,15378
ENSMUSP00000105049,Ppara,19013
ENSMUSP00000105050,Ppara,19013
ENSMUSP00000105086,Zhx3,320799
ENSMUSP00000105140,Bcl11a,14025
ENSMUSP00000105180,Tef,21685
ENSMUSP00000105234,Atf4,11911
ENSMUSP00000105282,Zfp423,94187
ENSMUSP00000105324,Zfp341,228807
ENSMUSP00000105345,Mta1,116870
ENSMUSP00000105348,Mta1,116870
ENSMUSP00000105349,Mta1,116870
ENSMUSP00000105354,Zfp429,72807
ENSMUSP00000105357,Zfp595,218314
ENSMUSP00000105364,Zfp708,432769
ENSMUSP00000105365,Gm28557,432769
ENSMUSP00000105376,Farsa,66590
ENSMUSP00000105408,Zmiz2,52915
ENSMUSP00000105409,Zmiz2,52915
ENSMUSP00000105410,Zmiz2,52915
ENSMUSP00000105419,Plagl2,54711
ENSMUSP00000105449,Id1,15901
ENSMUSP00000105500,Smad5,17129
ENSMUSP00000105502,Smad5,17129
ENSMUSP00000105511,Smad1,17125
ENSMUSP00000105513,Bcl11b,58208
ENSMUSP00000105517,Bcl11b,58208
ENSMUSP00000105537,Nr3c2,110784
ENSMUSP00000105538,Nr3c2,110784
ENSMUSP00000105539,Nr3c2,110784
ENSMUSP00000105540,Zfp345,545471
ENSMUSP00000105542,Zfp442,668923
ENSMUSP00000105548,Gm14124,100216455
ENSMUSP00000105552,Gm14139,NA
ENSMUSP00000105555,Gm14139,NA
ENSMUSP00000105590,Foxa2,15376
ENSMUSP00000105592,Zfp707,69020
ENSMUSP00000105593,Zfp707,69020
ENSMUSP00000105594,Pax1,18503
ENSMUSP00000105596,Nkx2-2,18088
ENSMUSP00000105623,Zfp961,234413
ENSMUSP00000105629,Zfp882,382019
ENSMUSP00000105670,Patz1,56218
ENSMUSP00000105737,Zfp169,67911
ENSMUSP00000105767,Mef2b,17259
ENSMUSP00000105767,Mef2b,105980076
ENSMUSP00000105768,Mef2b,17259
ENSMUSP00000105768,Mef2b,105980076
ENSMUSP00000105770,Mef2b,17259
ENSMUSP00000105770,Mef2b,105980076
ENSMUSP00000105773,Mef2b,17259
ENSMUSP00000105773,Mef2b,105980076
ENSMUSP00000105797,Zhx1,22770
ENSMUSP00000105822,Tfap2a,21418
ENSMUSP00000105832,Esrrb,26380
ENSMUSP00000105833,Esrrb,26380
ENSMUSP00000105845,Zfp930,234358
ENSMUSP00000105866,Rreb1,68750
ENSMUSP00000105867,Rreb1,68750
ENSMUSP00000105878,Prox2,73422
ENSMUSP00000105889,Lzts3,241638
ENSMUSP00000105923,Elmsan1,238317
ENSMUSP00000105936,Irf4,16364
ENSMUSP00000105995,Zfp661,72180
ENSMUSP00000105997,Zfp661,72180
ENSMUSP00000106025,Max,17187
ENSMUSP00000106029,Churc1,211151
ENSMUSP00000106051,Esr2,13983
ENSMUSP00000106088,Hif1a,15251
ENSMUSP00000106091,Hif1a,15251
ENSMUSP00000106111,Zscan26,432731
ENSMUSP00000106137,Gli3,14634
ENSMUSP00000106289,Zscan29,99334
ENSMUSP00000106374,3110039M20Rik,NA
ENSMUSP00000106400,Mga,29808
ENSMUSP00000106401,Mga,29808
ENSMUSP00000106434,Ahr,11622
ENSMUSP00000106459,Elf1,13709
ENSMUSP00000106460,Mafk,17135
ENSMUSP00000106473,Rcor3,214742
ENSMUSP00000106530,Zfp68,24135
ENSMUSP00000106531,Meis2,17536
ENSMUSP00000106532,Meis2,17536
ENSMUSP00000106533,Meis2,17536
ENSMUSP00000106563,Esrrg,26381
ENSMUSP00000106564,Esrrg,26381
ENSMUSP00000106584,Zscan21,22697
ENSMUSP00000106585,Zscan21,22697
ENSMUSP00000106586,Zscan21,22697
ENSMUSP00000106587,Zkscan1,74570
ENSMUSP00000106588,Zkscan1,74570
ENSMUSP00000106711,Pax6,18508
ENSMUSP00000106712,Pax6,18508
ENSMUSP00000106714,Pax6,18508
ENSMUSP00000106715,Pax6,18508
ENSMUSP00000106716,Pax6,18508
ENSMUSP00000106717,Pax6,18508
ENSMUSP00000106727,Wt1,22431
ENSMUSP00000106728,Wt1,22431
ENSMUSP00000106805,Ehf,13661
ENSMUSP00000106807,Ehf,13661
ENSMUSP00000106885,Alx4,11695
ENSMUSP00000106960,Nr1i3,12355
ENSMUSP00000106965,Zfp408,381410
ENSMUSP00000106986,Nr1h3,22259
ENSMUSP00000106987,Nr1h3,22259
ENSMUSP00000106988,Nr1h3,22259
ENSMUSP00000107008,Lmx1a,110648
ENSMUSP00000107011,Rxrg,20183
ENSMUSP00000107015,Rxrg,20183
ENSMUSP00000107017,Rxrg,20183
ENSMUSP00000107024,Ncor2,20602
ENSMUSP00000107025,Ncor2,20602
ENSMUSP00000107029,Ncor2,20602
ENSMUSP00000107033,Ncor2,20602
ENSMUSP00000107035,Nrl,18185
ENSMUSP00000107048,Zfp664,269704
ENSMUSP00000107055,Pou2f1,18986
ENSMUSP00000107056,Pou2f1,18986
ENSMUSP00000107057,Pou2f1,18986
ENSMUSP00000107263,Arntl2,272322
ENSMUSP00000107265,Arntl2,272322
ENSMUSP00000107266,Arntl2,272322
ENSMUSP00000107332,Bhlhe41,79362
ENSMUSP00000107366,Mxi1,17859
ENSMUSP00000107381,Cux2,13048
ENSMUSP00000107393,Eomes,13813
ENSMUSP00000107512,Nfkb2,18034
ENSMUSP00000107568,Crebl2,232430
ENSMUSP00000107594,Etv6,14011
ENSMUSP00000107611,Hoxd4,15436
ENSMUSP00000107613,Hoxd3,15434
ENSMUSP00000107614,Hoxd3,15434
ENSMUSP00000107638,Atf2,11909
ENSMUSP00000107638,Atf2,102641666
ENSMUSP00000107641,Atf2,11909
ENSMUSP00000107641,Atf2,102641666
ENSMUSP00000107647,Atf2,11909
ENSMUSP00000107647,Atf2,102641666
ENSMUSP00000107648,Atf2,11909
ENSMUSP00000107648,Atf2,102641666
ENSMUSP00000107657,Lhx9,16876
ENSMUSP00000107661,Lhx9,16876
ENSMUSP00000107677,Zfp281,226442
ENSMUSP00000107776,Foxm1,14235
ENSMUSP00000107784,Tead4,21679
ENSMUSP00000107817,Kdm5b,75605
ENSMUSP00000107857,Foxn2,14236
ENSMUSP00000107959,Duxbl3,100039293
ENSMUSP00000107968,Mta3,116871
ENSMUSP00000107969,Mta3,116871
ENSMUSP00000107971,Mta3,116871
ENSMUSP00000108043,Zfp384,269800
ENSMUSP00000108044,Zfp384,269800
ENSMUSP00000108046,Zfp384,269800
ENSMUSP00000108047,Zfp384,269800
ENSMUSP00000108147,Zfp605,675812
ENSMUSP00000108155,Zfp932,69504
ENSMUSP00000108159,Zfp932,69504
ENSMUSP00000108163,Gm15446,NA
ENSMUSP00000108166,4930522L14Rik,100041734
ENSMUSP00000108169,Baz2b,407823
ENSMUSP00000108193,Klf8,245671
ENSMUSP00000108199,Nanog,71950
ENSMUSP00000108200,Nanog,71950
ENSMUSP00000108203,Kdm5c,20591
ENSMUSP00000108207,Kdm5c,20591
ENSMUSP00000108231,Glis3,226075
ENSMUSP00000108246,Nr4a2,18227
ENSMUSP00000108248,Nr4a2,18227
ENSMUSP00000108294,Zbtb14,22666
ENSMUSP00000108296,Zbtb14,22666
ENSMUSP00000108316,Zfp644,52397
ENSMUSP00000108318,Zfp644,52397
ENSMUSP00000108340,Apex2,77622
ENSMUSP00000108341,Apex2,77622
ENSMUSP00000108365,Mbd5,109241
ENSMUSP00000108451,Rorb,225998
ENSMUSP00000108481,Zfp637,232337
ENSMUSP00000108482,Zfp637,232337
ENSMUSP00000108498,Nr6a1,14536
ENSMUSP00000108501,Zfp422,67255
ENSMUSP00000108504,Nr5a1,26423
ENSMUSP00000108505,Dzip1l,72507
ENSMUSP00000108506,Dzip1l,72507
ENSMUSP00000108507,Dzip1l,72507
ENSMUSP00000108554,Zbtb6,241322
ENSMUSP00000108583,Prdm8,77630
ENSMUSP00000108584,Lhx6,16874
ENSMUSP00000108585,Lhx6,16874
ENSMUSP00000108587,Lhx6,16874
ENSMUSP00000108590,Lhx6,16874
ENSMUSP00000108591,Lhx6,16874
ENSMUSP00000108689,Esx1,13984
ENSMUSP00000108757,Pbx3,18516
ENSMUSP00000108781,Zbtb43,71834
ENSMUSP00000108783,Zbtb34,241311
ENSMUSP00000108810,Zmat1,215693
ENSMUSP00000108887,Foxp4,74123
ENSMUSP00000108888,Foxp4,74123
ENSMUSP00000108890,Foxp4,74123
ENSMUSP00000108909,Tfeb,21425
ENSMUSP00000108913,Tfeb,21425
ENSMUSP00000108948,Foxp1,108655
ENSMUSP00000108950,Foxp1,108655
ENSMUSP00000108952,Foxp1,108655
ENSMUSP00000108954,Foxp1,108655
ENSMUSP00000108955,Foxp1,108655
ENSMUSP00000108965,Mitf,17342
ENSMUSP00000108996,Rcor2,104383
ENSMUSP00000109036,Zfp711,245595
ENSMUSP00000109049,Hdx,245596
ENSMUSP00000109076,Rest,19712
ENSMUSP00000109080,Hopx,74318
ENSMUSP00000109087,Nr2c2,22026
ENSMUSP00000109090,Nr2c2,22026
ENSMUSP00000109098,Prdm12,381359
ENSMUSP00000109158,Klf15,66277
ENSMUSP00000109167,Zxdc,80292
ENSMUSP00000109201,Runx2,12393
ENSMUSP00000109202,Runx2,12393
ENSMUSP00000109222,Prrx2,20204
ENSMUSP00000109254,Rora,19883
ENSMUSP00000109363,Zbtb21,114565
ENSMUSP00000109366,Zfp142,77264
ENSMUSP00000109477,Erg,13876
ENSMUSP00000109478,Barhl1,54422
ENSMUSP00000109479,Erg,13876
ENSMUSP00000109480,Barhl1,54422
ENSMUSP00000109496,Rbpj,19664
ENSMUSP00000109537,Zcchc4,78796
ENSMUSP00000109559,Zfx,22764
ENSMUSP00000109560,Zfx,22764
ENSMUSP00000109563,Smad2,17126
ENSMUSP00000109567,Rxra,20181
ENSMUSP00000109580,Arx,11878
ENSMUSP00000109589,Runx1,12394
ENSMUSP00000109720,Klf7,93691
ENSMUSP00000109748,Zbtb49,75079
ENSMUSP00000109750,Snapc4,227644
ENSMUSP00000109822,Gabpa,14390
ENSMUSP00000110057,Satb2,212712
ENSMUSP00000110059,Hoxa13,15398
ENSMUSP00000110077,Hoxa3,15400
ENSMUSP00000110143,Zfp275,27081
ENSMUSP00000110207,Zfp467,68910
ENSMUSP00000110208,Zfp467,68910
ENSMUSP00000110230,Zfp777,72306
ENSMUSP00000110238,Zfp513,101023
ENSMUSP00000110245,Zfp398,272347
ENSMUSP00000110338,Zbtb20,56490
ENSMUSP00000110339,Zbtb20,56490
ENSMUSP00000110342,Zbtb20,56490
ENSMUSP00000110343,Zbtb20,56490
ENSMUSP00000110424,Pias2,17344
ENSMUSP00000110425,Pias2,17344
ENSMUSP00000110442,Tulp1,22157
ENSMUSP00000110447,Tead3,21678
ENSMUSP00000110520,Spdef,30051
ENSMUSP00000110589,Smad4,17128
ENSMUSP00000110596,Mbd2,17191
ENSMUSP00000110608,Elf4,56501
ENSMUSP00000110628,Tcf4,21413
ENSMUSP00000110629,Tcf4,21413
ENSMUSP00000110631,Tcf4,21413
ENSMUSP00000110633,Tcf4,21413
ENSMUSP00000110636,Tcf4,21413
ENSMUSP00000110795,Zbtb33,56805
ENSMUSP00000110798,Onecut2,225631
ENSMUSP00000110799,Rhox12,382282
ENSMUSP00000110803,Rhox10,434769
ENSMUSP00000110809,Rhox7b,NA
ENSMUSP00000110816,Rhox2h,622301
ENSMUSP00000110820,Rhox4g,664608
ENSMUSP00000110821,Zfp451,98403
ENSMUSP00000110823,Rhox2g,434766
ENSMUSP00000110824,Rhox4f,636177
ENSMUSP00000110826,Rhox3f,621852
ENSMUSP00000110827,Rhox2f,434764
ENSMUSP00000110829,Rhox4d,664610
ENSMUSP00000110833,Rhox2d,434760
ENSMUSP00000110837,Rhox4c,434759
ENSMUSP00000110842,Rhox3c,100135654
ENSMUSP00000110843,Rhox3c,100135654
ENSMUSP00000110844,Rhox2c,100039948
ENSMUSP00000110845,Rhox2b,100039913
ENSMUSP00000110848,Rhox4a,664609
ENSMUSP00000110852,Rhox3e,100135657
ENSMUSP00000110857,Rhox3a,382209
ENSMUSP00000110865,Rhox1,385343
ENSMUSP00000110877,Zbtb44,235132
ENSMUSP00000110959,Trp63,22061
ENSMUSP00000110960,Trp63,22061
ENSMUSP00000110961,Trp63,22061
ENSMUSP00000110962,Trp63,22061
ENSMUSP00000110963,Trp63,22061
ENSMUSP00000110965,Trp63,22061
ENSMUSP00000110975,Zfp800,627049
ENSMUSP00000110976,Zfp800,627049
ENSMUSP00000110989,Zfp182,319535
ENSMUSP00000110990,Zfp182,319535
ENSMUSP00000111056,Prdm6,225518
ENSMUSP00000111057,Prdm6,225518
ENSMUSP00000111132,Foxp2,114142
ENSMUSP00000111134,Foxp2,114142
ENSMUSP00000111135,Foxp2,114142
ENSMUSP00000111137,Foxp2,114142
ENSMUSP00000111157,Zglp1,100009600
ENSMUSP00000111171,Zscan10,332221
ENSMUSP00000111178,Zfp13,22654
ENSMUSP00000111197,Zfp944,319615
ENSMUSP00000111219,Zfp846,244721
ENSMUSP00000111224,Zfp426,235028
ENSMUSP00000111229,Nr3c1,14815
ENSMUSP00000111233,Nr3c1,14815
ENSMUSP00000111341,Tfe3,209446
ENSMUSP00000111342,Tfe3,209446
ENSMUSP00000111343,Tfe3,209446
ENSMUSP00000111362,Hic2,58180
ENSMUSP00000111403,Foxp3,20371
ENSMUSP00000111404,Foxp3,20371
ENSMUSP00000111405,Foxp3,20371
ENSMUSP00000111557,Zfy2,22768
ENSMUSP00000111587,AC168977.1,102638047
ENSMUSP00000112026,Zfp819,74400
ENSMUSP00000112046,Erf,13875
ENSMUSP00000112058,Zfp628,232816
ENSMUSP00000112079,Zfp2,22678
ENSMUSP00000112089,Rcor1,217864
ENSMUSP00000112103,Esrrb,26380
ENSMUSP00000112135,Zkscan3,72739
ENSMUSP00000112137,Ahr,11622
ENSMUSP00000112192,Ubp1,22221
ENSMUSP00000112311,Rxrb,20182
ENSMUSP00000112314,Barx2,12023
